Optimal Slope: 38.0 deg.
G(i)	T2m
0.0	14.63
2.56	14.28
14.61	14.65
29.22	15.21
95.87	15.71
148.82	16.76
421.72	17.09
483.12	18.03
666.76	18.65
586.94	18.3
764.58	18.67
471.24	18.75
311.11	19.08
188.93	19.06
85.22	18.67
22.16	17.93
0.0	16.93
0.0	16.15
0.0	15.39
0.0	14.66
0.0	14.0
0.0	13.47
0.0	12.97
0.0	12.59
0.0	12.46
2.56	12.48
14.61	13.14
29.22	14.67
176.76	16.66
702.96	18.64
892.03	20.1
970.03	21.68
982.9	22.69
877.07	23.6
821.93	23.99
406.09	24.37
428.99	24.19
34.69	24.03
22.16	23.31
9.37	21.99
0.0	20.56
0.0	19.67
0.0	18.86
0.0	18.3
0.0	17.76
0.0	17.42
0.0	17.26
0.0	16.86
0.0	16.33
2.56	15.87
87.84	16.31
276.1	17.8
408.6	19.58
656.71	21.17
898.74	23.45
1001.09	24.38
984.31	25.03
766.23	25.4
818.41	25.61
361.92	25.42
396.43	24.56
30.13	24.04
89.49	23.63
5.11	22.49
0.0	20.97
0.0	19.52
0.0	17.9
0.0	16.8
0.0	15.85
0.0	14.97
0.0	14.61
0.0	14.35
0.0	14.09
2.56	13.95
101.22	14.94
131.83	17.8
354.05	19.6
722.21	21.79
706.92	22.55
881.36	23.35
996.6	24.0
927.4	24.38
831.0	24.79
118.69	24.9
118.69	22.79
213.05	21.54
75.85	20.82
24.72	20.2
0.0	19.18
0.0	18.19
0.0	17.34
0.0	16.94
0.0	16.24
0.0	15.4
0.0	14.8
0.0	14.51
0.0	15.1
2.56	13.78
98.14	15.41
269.27	16.55
234.25	17.59
371.98	19.0
651.96	22.54
785.12	23.33
718.0	23.66
136.95	24.05
102.26	24.43
75.78	23.82
44.74	21.69
40.17	19.56
81.82	18.62
5.97	18.23
0.0	17.93
0.0	17.55
0.0	16.34
0.0	16.26
0.0	16.25
0.0	16.06
0.0	15.68
0.0	15.51
0.0	15.28
2.56	15.1
15.52	15.12
30.13	15.32
170.07	16.15
436.74	18.08
775.21	19.08
766.23	20.14
789.35	21.02
763.08	21.64
656.07	22.29
532.32	22.58
366.9	22.4
113.21	22.09
90.34	21.82
3.41	20.72
0.0	20.34
0.0	19.64
0.0	16.75
0.0	15.66
0.0	15.23
0.0	14.87
0.0	14.35
0.0	13.74
0.0	13.13
3.41	12.67
68.59	14.22
298.92	17.6
548.13	19.79
699.9	21.48
765.94	22.22
864.87	23.39
844.97	24.34
759.9	25.03
759.68	25.51
272.15	25.63
205.09	25.49
32.87	25.03
27.27	23.85
3.41	22.77
0.0	21.46
0.0	20.28
0.0	20.29
0.0	19.33
0.0	18.86
0.0	18.62
0.0	18.61
0.0	18.27
0.0	17.79
23.86	17.38
15.52	17.74
37.43	19.05
73.95	20.6
167.08	21.76
180.78	21.48
225.52	22.48
209.99	23.14
244.69	23.03
423.86	22.38
486.41	22.62
366.43	22.64
222.18	22.96
69.88	22.92
28.98	22.21
0.0	20.92
0.0	19.56
0.0	18.51
0.0	17.91
0.0	17.22
0.0	16.38
0.0	15.73
0.0	15.44
0.0	15.51
3.41	15.61
15.52	16.58
30.13	18.35
43.82	19.87
108.65	20.64
149.73	20.44
252.91	21.2
132.39	21.91
169.82	22.44
421.5	22.44
147.0	22.76
390.68	22.69
159.45	22.35
69.03	22.2
28.98	21.34
0.0	19.99
0.0	18.37
0.0	16.92
0.0	15.39
0.0	14.63
0.0	14.09
0.0	13.66
0.0	13.31
0.0	13.23
3.41	13.36
15.52	14.67
155.09	17.23
499.26	19.62
680.07	21.51
421.47	22.73
807.87	23.63
994.2	24.24
848.48	24.62
254.84	24.81
165.26	23.82
58.43	21.71
54.78	20.05
28.98	19.01
25.57	18.34
0.0	17.65
0.0	16.86
0.0	16.65
0.0	15.96
0.0	15.5
0.0	14.83
0.0	15.06
0.0	15.32
0.0	15.57
3.41	15.57
15.52	15.78
31.96	16.37
235.65	17.45
661.73	18.94
706.96	20.18
990.08	20.89
945.42	21.6
297.32	22.16
416.15	22.43
495.28	22.49
207.06	21.76
194.26	20.91
94.6	19.26
4.26	18.13
0.0	17.47
0.0	16.81
0.0	16.14
0.0	15.75
0.0	15.36
0.0	14.87
0.0	14.34
0.0	14.11
0.0	13.78
3.41	13.97
16.43	15.05
30.13	16.58
213.73	17.79
489.75	19.36
817.85	19.88
685.71	20.89
657.56	21.85
649.41	22.39
546.83	22.57
467.08	22.7
390.88	22.37
57.52	21.74
16.19	21.2
10.23	20.67
0.0	19.46
0.0	18.67
0.0	17.85
0.0	16.58
0.0	15.45
0.0	14.81
0.0	14.5
0.0	13.92
0.0	13.14
3.41	12.69
16.43	14.24
306.61	17.62
585.65	19.67
783.02	21.28
930.17	22.47
1011.02	23.6
927.02	24.5
924.19	25.34
734.08	25.85
548.06	26.14
303.87	26.09
60.26	25.75
98.01	24.99
4.26	23.77
0.0	22.18
0.0	20.86
0.0	20.06
0.0	19.56
0.0	18.85
0.0	18.15
0.0	17.57
0.0	16.93
0.0	17.64
5.97	17.03
16.43	17.01
30.13	18.51
72.13	19.9
127.82	20.99
576.64	21.1
317.91	21.39
248.34	22.04
338.16	22.82
263.16	23.11
446.57	22.36
361.38	21.58
161.27	21.3
46.87	20.93
31.53	20.52
0.0	19.72
0.0	18.99
0.0	17.94
0.0	17.64
0.0	17.28
0.0	17.17
0.0	16.93
0.0	16.55
0.0	16.44
3.41	16.64
16.43	16.97
30.13	17.44
107.74	18.14
236.4	18.27
163.43	18.93
250.17	20.15
536.78	20.83
644.98	21.13
429.63	21.13
259.24	20.88
139.69	20.54
54.78	20.36
21.31	20.17
5.11	19.58
0.0	18.91
0.0	18.22
0.0	17.12
0.0	16.41
0.0	15.7
0.0	14.99
0.0	14.39
0.0	14.03
0.0	13.3
3.41	12.81
26.48	13.83
31.04	16.21
87.65	17.33
292.01	18.54
0.0	19.51
234.65	20.49
199.95	21.15
244.69	21.46
131.47	21.44
219.11	21.29
92.21	21.22
41.09	20.9
17.04	20.44
6.82	19.41
0.0	18.34
0.0	17.55
0.0	16.91
0.0	16.37
0.0	16.3
0.0	16.03
0.0	15.45
0.0	15.47
0.0	15.36
4.26	15.05
16.43	15.21
55.69	16.06
362.1	17.08
683.43	18.16
947.49	19.09
1019.3	20.36
1028.14	21.26
839.89	22.08
456.01	22.31
592.97	22.26
313.63	22.34
235.08	22.09
87.78	21.36
32.39	20.25
0.0	18.46
0.0	17.19
0.0	15.97
0.0	15.29
0.0	14.75
0.0	14.21
0.0	13.85
0.0	13.59
0.0	13.38
4.26	13.3
128.74	14.28
352.18	16.3
602.78	18.25
802.17	19.8
956.41	21.48
1046.0	22.42
1055.06	23.15
1000.02	23.75
873.5	24.18
664.07	24.42
452.92	24.39
236.93	24.07
70.74	23.2
33.24	21.66
0.0	20.09
0.0	19.1
0.0	18.09
0.0	17.41
0.0	16.95
0.0	16.81
0.0	16.68
0.0	16.5
0.0	16.23
4.26	15.9
128.18	15.97
188.31	16.9
560.77	18.21
501.64	19.53
739.36	20.93
967.41	22.1
777.24	23.16
961.97	24.07
847.3	24.63
547.13	24.95
400.28	25.04
228.73	24.69
71.59	23.96
34.94	22.96
0.0	21.77
0.0	21.0
0.0	20.35
0.0	19.94
0.0	19.57
0.0	18.97
0.0	18.3
0.0	17.52
0.0	17.07
4.26	16.78
16.43	16.8
39.26	17.27
84.91	17.94
277.27	18.58
500.45	20.23
456.35	21.41
167.08	21.47
274.99	21.27
174.39	21.11
82.17	21.78
100.43	22.19
63.0	22.14
65.74	22.06
5.97	21.62
0.0	20.31
0.0	18.89
0.0	17.62
0.0	16.84
0.0	17.41
0.0	17.66
0.0	16.49
0.0	15.34
0.0	15.35
4.26	15.35
16.43	16.53
312.4	18.5
539.79	20.31
543.59	21.78
682.08	22.21
804.48	22.85
829.27	23.42
836.88	23.99
690.51	24.07
576.18	23.84
282.43	23.08
190.23	22.91
60.26	22.34
5.11	21.84
0.0	20.93
0.0	19.46
0.0	19.49
0.0	18.55
0.0	17.67
0.0	17.09
0.0	16.6
0.0	16.06
0.0	15.65
4.26	15.53
16.43	17.17
30.13	19.82
205.76	21.42
176.21	22.75
182.6	23.08
165.26	23.61
0.0	24.43
151.56	24.82
256.65	24.9
368.49	24.73
351.61	24.52
164.95	24.57
101.93	23.67
37.5	22.04
0.0	20.9
0.0	20.88
0.0	18.06
0.0	17.41
0.0	16.89
0.0	16.61
0.0	16.33
0.0	16.02
0.0	15.74
4.26	15.59
16.43	16.5
30.13	18.5
110.48	20.01
508.89	21.56
552.31	23.02
327.52	24.41
275.96	25.62
148.82	26.61
95.87	27.04
91.3	26.89
46.56	26.1
38.35	24.39
30.13	22.01
5.97	20.24
0.0	19.55
0.0	19.35
0.0	19.95
0.0	20.07
0.0	18.76
0.0	18.25
0.0	18.22
0.0	18.12
0.0	17.68
4.26	17.43
102.94	17.9
42.91	18.88
105.0	19.31
459.4	20.2
508.48	22.89
773.15	24.27
967.79	24.87
860.21	25.24
801.41	25.05
510.36	24.83
391.01	23.81
191.2	23.02
73.86	21.65
36.65	20.43
0.0	19.6
0.0	18.91
0.0	19.27
0.0	18.35
0.0	17.64
0.0	16.99
0.0	16.86
0.0	16.93
0.0	17.04
4.26	17.2
16.43	17.56
30.13	18.0
139.69	18.53
374.86	19.35
638.07	21.61
721.4	22.67
689.38	23.66
643.62	24.1
631.54	24.34
82.17	24.17
158.87	23.97
200.42	22.56
91.62	21.13
5.97	20.34
0.0	19.67
0.0	18.93
0.0	18.83
0.0	18.52
0.0	18.18
0.0	17.62
0.0	17.13
0.0	16.76
0.0	16.39
4.26	16.19
107.36	16.78
296.68	18.14
504.98	19.52
621.21	20.76
760.98	21.86
702.08	22.73
844.53	23.56
851.75	24.19
670.84	24.51
563.99	24.34
318.76	23.38
33.78	21.84
69.62	20.79
37.5	20.22
0.0	19.47
0.0	18.74
0.0	17.95
0.0	17.53
0.0	17.39
0.0	17.11
0.0	16.99
0.0	16.72
0.0	16.42
4.26	16.24
101.03	16.9
208.48	18.18
408.74	19.42
491.96	20.37
743.69	21.88
784.59	22.77
928.86	23.47
896.9	23.93
522.26	24.24
528.79	24.33
321.86	23.12
216.83	22.71
109.27	22.59
27.27	22.17
0.0	21.5
0.0	20.31
0.0	19.64
0.0	19.11
0.0	18.52
0.0	18.01
0.0	17.07
0.0	16.5
0.0	16.3
4.26	16.4
73.84	17.22
327.35	19.88
555.59	21.35
737.78	22.48
851.27	23.54
885.03	24.32
637.6	24.86
734.17	25.5
819.63	25.74
641.64	25.81
443.41	25.63
220.72	24.76
19.17	23.87
16.19	22.56
0.0	21.24
0.0	20.05
0.0	20.03
0.0	19.39
0.0	18.98
0.0	18.84
0.0	17.75
0.0	16.63
0.0	16.18
4.26	15.81
27.39	17.34
243.13	20.37
108.65	21.87
190.82	23.13
567.27	23.88
594.54	25.02
914.37	25.53
935.85	25.96
811.55	25.79
414.88	25.65
234.18	25.29
73.04	24.7
39.26	23.76
26.42	22.75
0.0	21.51
0.0	20.73
0.0	19.71
0.0	19.03
0.0	17.8
0.0	16.83
0.0	16.14
0.0	15.79
0.0	15.44
4.26	15.38
16.43	15.75
350.73	16.63
575.99	18.33
769.03	19.83
921.22	21.33
1016.34	22.37
1012.05	23.18
915.54	23.66
681.63	23.96
534.74	24.04
442.94	24.05
243.95	23.68
66.87	23.03
41.76	21.74
0.0	19.92
0.0	18.05
0.0	16.28
0.0	14.85
0.0	13.88
0.0	13.34
0.0	12.86
0.0	12.52
0.0	12.25
4.26	12.02
121.75	13.43
360.17	17.34
594.34	19.67
777.77	21.5
936.83	22.64
1021.82	23.71
1039.87	24.43
974.62	24.89
831.84	25.22
649.82	25.36
456.47	25.23
246.08	24.99
68.02	24.36
41.76	23.0
0.0	21.15
0.0	19.8
0.0	18.78
0.0	17.49
0.0	16.67
0.0	15.81
0.0	15.17
0.0	15.05
0.0	14.82
4.26	14.65
20.09	15.66
303.54	18.88
569.43	20.41
762.01	21.42
907.39	22.08
973.32	23.02
1020.81	23.37
962.75	23.63
839.24	23.74
660.59	23.62
457.69	23.38
246.04	22.9
68.49	22.2
42.61	20.97
0.0	19.32
0.0	17.96
0.0	17.3
0.0	16.6
0.0	15.92
0.0	15.4
0.0	14.86
0.0	14.4
0.0	14.07
4.26	13.93
119.45	14.73
348.57	16.8
589.09	18.96
783.26	20.79
927.9	22.47
1018.68	24.0
1037.06	25.02
983.25	25.71
848.11	26.26
659.23	26.6
458.98	26.68
247.18	26.47
76.32	25.61
42.61	23.85
0.0	21.85
0.0	20.37
0.0	19.01
0.0	18.14
0.0	17.32
0.0	16.12
0.0	15.89
0.0	15.92
0.0	13.98
4.26	12.87
117.17	14.51
303.23	18.06
570.45	20.44
763.52	22.3
910.27	23.58
1005.77	24.71
1019.15	25.55
966.18	26.16
838.74	26.51
661.12	26.69
457.24	26.59
246.1	26.25
69.38	25.65
42.61	24.36
0.0	22.49
0.0	20.44
0.0	18.88
0.0	17.91
0.0	17.11
0.0	16.56
0.0	16.28
0.0	16.1
0.0	15.9
3.41	15.82
77.8	16.97
309.79	19.74
540.98	22.23
741.34	24.2
891.35	25.46
985.08	26.42
999.11	27.21
948.24	27.94
822.14	28.43
648.13	28.64
450.09	28.61
243.79	28.29
74.41	27.67
41.76	26.36
0.0	24.62
0.0	23.08
0.0	21.15
0.0	19.83
0.0	19.0
0.0	18.41
0.0	17.95
0.0	17.45
0.0	17.05
3.41	16.78
101.82	18.23
310.58	21.65
549.75	23.93
741.61	25.71
891.69	27.16
979.86	28.35
999.54	29.29
943.63	29.99
798.19	30.32
540.62	30.55
395.3	30.62
70.3	30.45
34.69	28.88
11.93	26.7
0.0	25.43
0.0	23.47
0.0	22.52
0.0	21.51
0.0	20.93
0.0	20.09
0.0	19.53
0.0	19.17
0.0	19.36
3.41	19.55
114.99	20.17
241.89	20.85
486.17	21.43
736.2	22.16
741.0	23.58
835.68	24.8
946.56	24.78
850.85	23.09
797.71	24.41
588.45	24.74
437.9	23.88
235.34	22.01
109.6	21.89
38.35	21.57
0.0	20.91
0.0	20.02
0.0	19.07
0.0	18.23
0.0	17.5
0.0	16.7
0.0	16.08
0.0	15.53
0.0	15.1
3.41	14.78
103.24	15.91
328.43	18.58
570.22	20.61
769.27	22.02
914.03	23.03
994.02	24.08
984.89	25.01
913.85	25.74
814.71	26.24
657.67	26.58
464.41	26.71
249.81	26.56
70.74	26.16
42.61	24.93
0.0	23.23
0.0	21.98
0.0	20.65
0.0	19.88
0.0	19.35
0.0	18.63
0.0	17.87
0.0	17.12
0.0	16.42
3.41	15.91
112.8	17.06
341.73	20.25
565.38	22.32
756.54	23.92
898.96	24.86
994.91	25.8
1015.25	26.57
850.5	27.12
781.26	27.64
618.97	27.49
423.96	27.09
40.17	26.32
20.09	25.62
6.82	24.77
0.0	23.39
0.0	22.04
0.0	20.59
0.0	19.36
0.0	18.69
0.0	18.14
0.0	17.49
0.0	16.69
0.0	15.99
3.41	15.45
16.43	15.94
60.26	17.21
189.58	18.42
241.18	19.52
495.67	20.13
528.27	21.36
481.6	22.32
488.58	23.4
0.0	23.47
379.09	23.0
155.21	22.41
238.14	21.88
96.02	21.38
40.91	20.62
0.0	19.63
0.0	18.84
0.0	18.63
0.0	18.14
0.0	17.69
0.0	17.37
0.0	17.07
0.0	17.0
0.0	16.72
3.41	16.66
15.52	17.31
196.23	18.7
467.31	20.47
743.91	21.89
874.01	22.98
870.19	23.71
611.69	23.89
853.53	24.32
551.24	23.9
259.27	23.72
101.34	23.91
33.78	23.34
74.44	22.95
39.2	22.39
0.0	21.22
0.0	20.46
0.0	19.6
0.0	19.05
0.0	18.27
0.0	17.65
0.0	17.1
0.0	16.54
0.0	16.02
3.41	15.55
112.1	16.28
348.4	19.26
574.29	21.16
769.62	22.6
916.89	23.81
992.56	24.85
1014.4	25.69
963.26	26.4
842.12	26.94
652.74	27.29
441.1	27.39
250.96	27.34
73.84	26.95
40.06	25.84
0.0	24.16
0.0	22.47
0.0	20.93
0.0	20.05
0.0	19.37
0.0	18.79
0.0	18.21
0.0	17.62
0.0	17.01
3.41	16.53
111.18	17.71
336.18	21.34
574.95	23.69
767.2	25.58
909.96	27.15
996.99	28.26
1012.13	29.22
951.85	29.94
827.95	30.27
657.11	30.52
447.25	30.57
249.39	30.43
83.71	29.92
41.76	28.27
0.0	26.34
0.0	24.54
0.0	23.41
0.0	22.41
0.0	21.65
0.0	20.63
0.0	19.64
0.0	19.04
0.0	18.7
23.86	18.53
108.25	19.62
318.21	22.42
553.64	25.12
747.86	27.32
897.3	28.19
983.44	29.68
1005.57	30.83
950.72	31.66
835.12	32.25
637.9	32.52
456.53	32.53
250.19	32.33
76.35	31.49
40.91	29.6
0.0	27.81
0.0	26.82
0.0	23.52
0.0	22.49
0.0	21.53
0.0	20.75
0.0	20.31
0.0	20.22
0.0	20.07
23.01	20.02
108.8	20.94
334.38	23.51
567.14	26.23
757.85	28.28
0.0	29.88
991.21	31.22
1013.16	32.09
952.85	32.65
820.62	33.06
665.23	33.28
462.37	33.29
251.08	33.0
75.69	32.21
40.91	30.51
0.0	28.61
0.0	27.32
0.0	26.3
0.0	25.58
0.0	25.0
0.0	24.57
0.0	24.13
0.0	23.66
0.0	23.17
22.16	22.84
108.72	23.34
335.92	24.97
572.26	26.8
769.02	28.42
911.93	30.07
994.51	31.21
1016.47	32.21
962.29	32.99
845.04	33.55
671.26	33.89
464.95	33.91
253.36	33.65
75.72	32.92
40.06	31.58
0.0	30.14
0.0	29.09
0.0	27.96
0.0	27.42
0.0	27.02
0.0	26.49
0.0	25.78
0.0	25.09
0.0	24.26
22.16	23.52
106.85	23.49
330.2	24.48
558.46	25.98
744.25	27.68
855.35	29.23
824.55	30.73
938.57	32.06
932.26	33.01
833.43	33.84
604.65	34.36
441.65	34.41
43.82	34.32
26.48	33.49
19.6	31.75
0.0	29.93
0.0	28.28
0.0	27.07
0.0	26.41
0.0	26.0
0.0	25.56
0.0	25.06
0.0	24.37
0.0	23.21
21.31	22.08
14.61	21.15
28.3	21.23
42.0	21.62
119.61	22.43
168.91	22.38
315.18	23.48
520.65	24.78
476.34	25.79
593.37	26.62
427.3	26.88
399.44	26.96
192.26	25.85
31.04	24.67
13.64	23.98
0.0	23.46
0.0	22.89
0.0	22.1
0.0	21.32
0.0	20.66
0.0	20.19
0.0	20.02
0.0	20.01
0.0	20.0
21.31	20.02
14.61	20.78
28.3	22.27
94.04	23.51
188.99	23.98
173.47	24.9
368.83	24.54
267.76	24.28
290.01	23.99
247.54	24.02
138.78	23.65
298.35	23.05
162.62	22.85
83.9	22.57
5.97	22.02
0.0	21.2
0.0	20.73
0.0	20.46
0.0	20.1
0.0	19.75
0.0	19.37
0.0	19.11
0.0	18.7
0.0	18.36
20.45	18.29
85.73	18.72
51.13	19.38
363.38	19.92
412.53	20.0
221.86	20.23
263.23	19.85
209.08	19.17
205.43	19.83
323.98	20.33
304.34	20.88
368.39	21.15
229.4	20.89
63.91	19.97
23.86	19.34
0.0	19.1
0.0	18.85
0.0	18.88
0.0	18.53
0.0	18.24
0.0	18.11
0.0	17.88
0.0	17.67
0.0	17.37
19.6	17.0
14.61	17.31
140.87	18.26
371.31	19.63
569.19	21.03
846.81	22.25
356.4	23.15
370.47	22.38
377.79	22.38
273.36	21.01
178.04	20.19
94.04	20.03
53.87	19.69
106.03	18.97
23.01	18.76
0.0	18.35
0.0	17.99
0.0	17.27
0.0	16.99
0.0	16.87
0.0	16.54
0.0	16.38
0.0	15.86
0.0	15.46
18.75	15.0
14.61	15.44
109.6	17.12
155.42	18.62
344.48	19.95
265.68	22.26
489.65	23.2
917.46	23.38
925.97	23.03
838.12	23.19
622.57	23.78
439.51	23.44
117.78	22.52
50.22	20.77
35.79	20.08
0.0	19.23
0.0	18.68
0.0	18.16
0.0	17.15
0.0	16.56
0.0	15.87
0.0	15.28
0.0	15.23
0.0	14.92
0.0	14.67
99.97	15.28
268.72	17.9
553.95	19.86
751.45	20.69
909.72	21.9
987.83	23.1
1011.26	24.08
946.77	24.75
842.35	25.71
669.58	25.96
438.01	25.46
252.11	25.13
75.57	24.69
36.65	23.8
0.0	22.55
0.0	22.21
0.0	19.77
0.0	18.89
0.0	18.61
0.0	17.58
0.0	16.33
0.0	15.72
0.0	15.41
17.9	15.2
26.48	16.19
304.95	19.96
543.4	22.41
752.08	24.07
904.58	25.43
988.55	26.52
1006.36	27.43
957.85	28.19
842.74	28.7
666.5	28.84
463.23	28.74
250.84	28.38
78.16	27.69
36.65	26.42
0.0	24.75
0.0	23.29
0.0	22.04
0.0	21.2
0.0	20.5
0.0	20.07
0.0	19.72
0.0	19.19
0.0	18.67
16.19	18.82
92.85	19.44
281.61	20.92
447.47	22.32
230.36	22.96
590.43	24.0
467.57	23.45
724.48	24.32
609.03	24.19
531.17	25.06
624.86	25.35
397.33	25.09
245.16	24.73
84.46	23.61
36.65	22.43
0.0	21.29
0.0	20.6
0.0	20.6
0.0	20.0
0.0	19.65
0.0	19.1
0.0	18.72
0.0	18.24
0.0	17.95
15.34	17.56
55.14	17.92
149.53	19.26
521.9	20.7
737.31	22.14
875.98	23.33
915.66	24.03
956.68	24.41
507.49	24.67
69.39	24.69
60.26	24.67
458.41	23.55
243.08	23.19
74.17	22.83
35.79	22.16
0.0	20.96
0.0	19.86
0.0	18.83
0.0	18.41
0.0	17.85
0.0	17.24
0.0	16.81
0.0	16.39
0.0	16.05
15.34	15.59
85.51	16.01
294.86	18.19
540.2	20.07
752.87	21.7
818.07	22.8
823.79	23.82
872.81	24.48
804.21	24.99
819.62	25.25
608.98	24.82
322.63	24.53
252.26	24.3
88.83	23.77
35.79	23.25
0.0	21.94
0.0	20.95
0.0	20.04
0.0	19.54
0.0	18.65
0.0	17.9
0.0	17.46
0.0	16.93
0.0	16.49
13.64	16.0
92.72	16.45
282.3	19.1
494.76	21.38
739.13	23.14
901.61	23.97
962.02	24.56
897.66	25.16
843.19	25.97
721.41	25.72
605.66	25.92
460.41	26.02
251.36	25.96
73.47	25.54
34.09	24.65
0.0	22.68
0.0	20.54
0.0	19.02
0.0	18.18
0.0	17.81
0.0	17.59
0.0	17.47
0.0	17.27
0.0	17.14
0.0	16.88
20.09	17.56
194.61	20.01
500.04	22.53
577.29	24.48
827.5	25.47
392.65	26.47
207.26	27.2
271.38	27.33
510.52	27.46
299.26	26.3
123.26	25.09
90.39	24.86
78.45	23.85
31.53	23.04
0.0	22.29
0.0	21.39
0.0	20.79
0.0	20.2
0.0	19.67
0.0	18.93
0.0	18.4
0.0	18.01
0.0	17.63
0.0	17.57
72.7	18.15
305.85	20.18
551.65	21.64
752.12	23.21
912.12	23.97
998.29	25.11
1016.89	26.02
963.56	26.84
847.97	27.39
673.21	27.75
469.24	27.94
251.93	27.8
74.38	27.3
33.24	26.11
0.0	24.24
0.0	22.95
0.0	21.41
0.0	20.77
0.0	20.42
0.0	20.09
0.0	19.71
0.0	19.44
0.0	19.19
0.0	18.91
87.11	19.32
296.45	21.26
524.6	23.55
730.04	25.5
886.65	27.19
981.86	28.56
1000.97	29.64
952.72	30.39
838.79	30.72
662.33	30.8
461.96	30.44
248.0	29.97
104.99	29.36
32.39	28.13
0.0	26.35
0.0	25.0
0.0	23.36
0.0	22.26
0.0	20.95
0.0	20.13
0.0	19.43
0.0	19.3
0.0	18.95
0.0	18.23
60.07	19.22
272.52	21.84
514.3	23.79
660.29	25.39
885.45	26.83
945.28	27.99
989.08	29.05
926.04	29.92
815.85	30.62
648.83	30.97
454.3	31.13
248.68	31.01
82.07	30.52
33.24	29.38
0.0	27.74
0.0	26.53
0.0	24.88
0.0	24.08
0.0	23.66
0.0	23.44
0.0	23.19
0.0	22.16
0.0	22.42
0.0	22.06
72.2	21.53
240.12	24.04
497.68	25.96
601.26	27.43
825.89	28.56
953.3	29.77
865.79	30.35
786.19	30.69
681.95	31.03
620.38	31.33
426.52	30.89
247.63	30.61
102.38	29.97
5.11	29.1
0.0	27.69
0.0	26.42
0.0	25.27
0.0	23.34
0.0	22.52
0.0	22.64
0.0	22.14
0.0	21.72
0.0	21.13
0.0	20.83
11.87	20.76
39.26	20.84
90.39	20.94
122.34	21.26
161.6	24.5
373.65	24.7
388.59	25.89
565.7	26.44
680.99	27.49
511.61	27.92
411.23	28.16
233.22	28.04
88.67	25.72
30.68	23.22
0.0	22.73
0.0	21.77
0.0	21.76
0.0	21.06
0.0	20.43
0.0	19.88
0.0	19.22
0.0	18.63
0.0	18.09
0.0	17.63
32.87	18.06
255.82	20.4
507.69	22.36
721.2	24.12
876.89	25.18
863.32	26.25
882.83	26.91
779.14	27.79
685.0	28.46
592.64	28.88
436.28	29.2
246.15	29.22
75.04	28.86
29.83	27.82
0.0	25.72
0.0	23.78
0.0	22.16
0.0	20.92
0.0	20.17
0.0	19.69
0.0	19.16
0.0	18.59
0.0	18.09
0.0	17.84
58.67	18.64
285.11	21.35
536.52	24.06
747.0	26.21
907.6	27.87
999.88	29.32
1018.36	30.39
970.22	31.25
852.76	31.92
669.78	32.34
465.86	32.44
249.62	32.26
71.4	31.74
28.12	30.33
0.0	28.28
0.0	26.85
0.0	25.27
0.0	24.62
0.0	24.02
0.0	23.38
0.0	22.75
0.0	22.11
0.0	21.56
0.0	21.09
17.35	21.28
251.6	22.79
507.21	25.01
722.5	27.34
890.22	29.15
993.15	30.86
1012.88	32.25
959.41	33.31
843.74	34.04
665.05	34.44
460.76	34.55
247.63	34.35
72.16	33.73
28.98	32.28
0.0	30.26
0.0	29.06
0.0	27.46
0.0	26.59
0.0	25.79
0.0	24.94
0.0	24.09
0.0	23.4
0.0	22.82
0.0	22.41
10.96	22.61
25.56	24.06
52.96	26.43
61.17	27.69
100.43	27.25
297.56	27.52
735.75	27.34
73.04	25.98
129.65	24.68
149.73	24.59
136.95	25.15
116.48	24.87
94.6	24.25
28.12	22.98
0.0	21.7
0.0	20.77
0.0	20.09
0.0	19.7
0.0	19.52
0.0	19.26
0.0	18.91
0.0	18.73
0.0	18.58
0.0	18.4
86.53	18.65
317.05	19.65
555.66	20.94
688.59	22.1
805.8	23.34
876.23	24.37
989.56	25.15
931.85	25.49
796.77	25.64
662.7	25.81
461.33	26.33
247.09	26.0
70.12	25.5
26.42	24.6
0.0	22.82
0.0	21.42
0.0	20.02
0.0	20.44
0.0	19.97
0.0	17.53
0.0	16.05
0.0	15.32
0.0	15.12
0.0	14.97
84.85	15.59
321.34	19.06
556.04	22.06
765.1	23.57
925.64	24.71
1007.65	25.79
1020.88	26.75
966.82	27.5
840.09	28.05
665.11	28.49
460.18	28.57
246.31	28.43
78.84	28.05
25.57	27.04
0.0	25.15
0.0	23.38
0.0	22.31
0.0	21.47
0.0	20.87
0.0	20.44
0.0	19.92
0.0	19.36
0.0	18.84
0.0	18.41
66.67	18.54
281.84	21.15
527.3	24.05
741.44	26.16
908.79	28.37
1001.08	29.6
1014.42	30.57
960.53	31.33
834.03	32.03
660.44	32.25
454.19	32.05
243.3	31.66
69.06	30.95
24.72	29.84
0.0	27.98
0.0	26.43
0.0	25.36
0.0	24.57
0.0	24.11
0.0	23.74
0.0	23.41
0.0	22.93
0.0	22.32
0.0	21.7
73.17	21.64
299.05	23.13
529.95	24.92
737.49	26.65
892.15	28.44
989.81	29.9
1003.37	31.1
949.87	32.08
829.02	32.82
651.88	33.14
450.26	33.14
239.31	32.97
78.42	32.59
23.01	31.38
0.0	29.36
0.0	27.66
0.0	26.29
0.0	25.54
0.0	24.59
0.0	23.74
0.0	23.14
0.0	22.49
0.0	21.98
0.0	21.61
10.04	21.76
36.52	23.24
343.58	24.76
619.21	26.23
533.34	27.05
824.02	28.2
714.23	29.56
685.15	30.21
446.32	30.97
483.23	31.31
103.17	31.57
93.13	31.42
