Optimal Slope: 38.0 deg.
G(i)	T2m
327.32	3.98
157.05	4.08
28.33	3.18
0.0	2.97
0.0	3.39
0.0	3.38
0.0	4.33
0.0	6.56
0.0	7.88
0.0	9.03
0.0	9.4
0.0	9.34
0.0	9.05
0.0	8.85
0.0	8.7
0.0	8.91
0.0	8.97
0.0	8.82
0.0	9.16
24.65	9.52
73.04	10.17
156.36	10.93
461.38	10.7
232.98	10.38
179.33	10.61
121.26	10.71
2.74	10.62
0.0	10.1
0.0	10.17
0.0	10.42
0.0	10.54
0.0	10.37
0.0	10.13
0.0	9.75
0.0	9.14
0.0	8.45
0.0	7.91
0.0	8.19
0.0	9.22
0.0	10.5
0.0	11.38
0.0	11.68
0.0	11.57
175.07	11.84
602.41	12.65
122.53	13.5
109.56	14.69
126.7	15.72
115.69	16.0
120.05	15.39
10.04	14.41
0.0	12.98
0.0	11.93
0.0	11.26
0.0	10.73
0.0	9.83
0.0	7.99
0.0	6.54
0.0	5.64
0.0	4.99
0.0	4.32
0.0	3.81
0.0	3.52
0.0	3.22
0.0	2.71
0.0	2.39
0.0	1.83
297.69	1.77
480.17	2.07
503.02	2.64
709.75	3.3
380.98	3.84
250.6	4.04
259.17	4.19
12.78	3.81
0.0	3.08
0.0	2.4
0.0	1.93
0.0	1.69
0.0	1.43
0.0	0.99
0.0	0.69
0.0	0.42
0.0	0.22
0.0	-0.01
0.0	-0.15
0.0	-0.34
0.0	-0.87
0.0	-1.82
0.0	-2.61
0.0	-2.59
596.0	-1.33
731.09	1.57
846.36	4.52
828.21	6.8
755.43	8.26
577.8	9.0
370.95	9.03
81.84	7.89
0.0	5.19
0.0	2.91
0.0	1.22
0.0	0.09
0.0	-0.55
0.0	-0.48
0.0	-0.93
0.0	-1.35
0.0	-1.5
0.0	-1.48
0.0	-1.65
0.0	-1.89
0.0	-2.09
0.0	-2.2
0.0	-2.23
0.0	-2.24
599.13	-1.2
748.61	2.31
837.92	5.56
525.69	7.87
591.01	8.98
328.67	9.2
53.87	8.82
15.52	7.57
0.0	5.4
0.0	3.16
0.0	1.81
0.0	1.33
0.0	1.15
0.0	0.66
0.0	0.46
0.0	0.12
0.0	-0.08
0.0	-0.1
0.0	-0.15
0.0	-0.16
0.0	-0.3
0.0	-0.51
0.0	-0.45
0.0	0.15
111.47	2.44
162.94	5.84
53.87	7.92
542.56	9.41
246.04	10.3
34.69	10.45
25.56	10.07
3.65	9.75
0.0	9.03
0.0	8.65
0.0	8.27
0.0	7.6
0.0	6.87
0.0	6.28
0.0	5.39
0.0	4.56
0.0	3.5
0.0	2.63
